,competitionId,eventId,roundTypeId,pos,best,average,personName,personId,personCountryId,formatId,value1,value2,value3,value4,value5,regionalSingleRecord,regionalAverageRecord
1014023,MelbourneCubeDays2016,333,2,1,534,678,Feliks Zemdegs,2009ZEMD01,Australia,a,534,881,738,674,621,,
1014024,MelbourneCubeDays2016,333,f,1,645,706,Feliks Zemdegs,2009ZEMD01,Australia,a,924,728,645,716,675,,
1014025,MelbourneCubeDays2016,555,d,1,4727,5087,Feliks Zemdegs,2009ZEMD01,Australia,a,5482,4727,5356,4892,5013,,
1014026,MelbourneCubeDays2016,555,f,1,4127,4933,Feliks Zemdegs,2009ZEMD01,Australia,a,5345,4918,5057,4823,4127,WR,
1014027,MelbourneCubeDays2016,333oh,d,1,1127,1232,Feliks Zemdegs,2009ZEMD01,Australia,a,1187,1127,1456,1226,1282,,
1014028,MelbourneCubeDays2016,333oh,2,1,1130,1164,Feliks Zemdegs,2009ZEMD01,Australia,a,1606,1152,1130,1131,1209,,
1014029,MelbourneCubeDays2016,333oh,f,1,1019,1097,Feliks Zemdegs,2009ZEMD01,Australia,a,1346,1025,1045,1220,1019,,
1014030,MelbourneCubeDays2016,333bf,1,2,5350,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,5781,5350,-1,0,0,,
1014031,MelbourneCubeDays2016,333bf,f,3,4201,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,4201,-1,0,0,,
1014032,MelbourneCubeDays2016,666,d,1,9588,10465,Feliks Zemdegs,2009ZEMD01,Australia,m,10534,11273,9588,0,0,OcR,
1014033,MelbourneCubeDays2016,666,f,1,9607,9785,Feliks Zemdegs,2009ZEMD01,Australia,m,10081,9666,9607,0,0,,WR
1014034,MelbourneCubeDays2016,777,d,1,14102,14792,Feliks Zemdegs,2009ZEMD01,Australia,m,15397,14878,14102,0,0,,
1014035,MelbourneCubeDays2016,777,f,1,14631,15023,Feliks Zemdegs,2009ZEMD01,Australia,m,14778,14631,15659,0,0,,
1014036,MelbourneCubeDays2016,222,1,2,152,255,Feliks Zemdegs,2009ZEMD01,Australia,a,152,165,289,584,311,,
1014037,MelbourneCubeDays2016,222,2,2,85,285,Feliks Zemdegs,2009ZEMD01,Australia,a,186,465,85,411,257,,
1014038,MelbourneCubeDays2016,222,f,2,241,263,Feliks Zemdegs,2009ZEMD01,Australia,a,241,480,274,251,264,,
1041947,POPSOpen2016,444,c,1,2637,2903,Feliks Zemdegs,2009ZEMD01,Australia,a,2748,2966,3086,2637,2995,,
1041948,POPSOpen2016,222,1,3,219,251,Feliks Zemdegs,2009ZEMD01,Australia,a,272,238,219,244,377,,
1041949,POPSOpen2016,222,f,2,136,242,Feliks Zemdegs,2009ZEMD01,Australia,a,225,332,261,240,136,,
1041950,POPSOpen2016,333,1,1,584,704,Feliks Zemdegs,2009ZEMD01,Australia,a,646,756,709,584,918,,
1041951,POPSOpen2016,333,2,1,576,739,Feliks Zemdegs,2009ZEMD01,Australia,a,1000,720,576,813,683,,
1041952,POPSOpen2016,333,f,2,473,697,Feliks Zemdegs,2009ZEMD01,Australia,a,666,730,793,696,473,WR,
1041953,POPSOpen2016,333oh,d,1,937,1073,Feliks Zemdegs,2009ZEMD01,Australia,a,1409,990,1123,1107,937,,
1041954,POPSOpen2016,333oh,f,1,1090,1213,Feliks Zemdegs,2009ZEMD01,Australia,a,1090,1485,1125,1164,1351,,
1041955,POPSOpen2016,skewb,f,6,517,699,Feliks Zemdegs,2009ZEMD01,Australia,a,1328,716,683,698,517,,
1041956,POPSOpen2016,pyram,f,5,403,551,Feliks Zemdegs,2009ZEMD01,Australia,a,531,563,403,610,558,,
1053762,SydneyChampionship2016,333,1,1,623,754,Feliks Zemdegs,2009ZEMD01,Australia,a,690,847,623,1027,726,,
1053763,SydneyChampionship2016,333,2,1,654,732,Feliks Zemdegs,2009ZEMD01,Australia,a,776,718,654,703,963,,
1053764,SydneyChampionship2016,333,f,1,604,716,Feliks Zemdegs,2009ZEMD01,Australia,a,809,835,604,672,666,,
1053765,SydneyChampionship2016,777,c,1,14106,14255,Feliks Zemdegs,2009ZEMD01,Australia,m,14191,14106,14469,0,0,,WR
1053766,SydneyChampionship2016,sq1,c,3,1410,1795,Feliks Zemdegs,2009ZEMD01,Australia,a,1687,1410,1880,1818,2234,,
1053767,SydneyChampionship2016,555,d,1,4742,5189,Feliks Zemdegs,2009ZEMD01,Australia,a,5332,4742,5180,5259,5127,,
1053768,SydneyChampionship2016,555,f,1,4801,4988,Feliks Zemdegs,2009ZEMD01,Australia,a,4825,5451,5230,4908,4801,,
1053769,SydneyChampionship2016,444,d,1,2346,2706,Feliks Zemdegs,2009ZEMD01,Australia,a,2661,2346,2593,3337,2863,,
1053770,SydneyChampionship2016,444,f,1,2206,2709,Feliks Zemdegs,2009ZEMD01,Australia,a,2568,-1,2669,2206,2891,,
1053771,SydneyChampionship2016,333oh,d,1,755,1154,Feliks Zemdegs,2009ZEMD01,Australia,a,1011,1350,1293,1159,755,,
1053772,SydneyChampionship2016,333oh,f,1,956,1191,Feliks Zemdegs,2009ZEMD01,Australia,a,1132,1338,956,1230,1212,,
1053773,SydneyChampionship2016,666,c,1,9247,9846,Feliks Zemdegs,2009ZEMD01,Australia,m,9247,9782,10510,0,0,WR,
1074033,AdelaideSummer2017,222,1,2,175,323,Feliks Zemdegs,2009ZEMD01,Australia,a,310,287,175,373,411,,
1074034,AdelaideSummer2017,222,f,1,158,275,Feliks Zemdegs,2009ZEMD01,Australia,a,291,346,187,158,362,,
1074035,AdelaideSummer2017,333,1,1,659,684,Feliks Zemdegs,2009ZEMD01,Australia,a,674,659,679,707,699,,
1074036,AdelaideSummer2017,333,2,1,682,735,Feliks Zemdegs,2009ZEMD01,Australia,a,843,687,833,685,682,,
1074037,AdelaideSummer2017,333,f,1,572,686,Feliks Zemdegs,2009ZEMD01,Australia,a,735,636,572,769,686,,
1074038,AdelaideSummer2017,555,c,1,4501,4992,Feliks Zemdegs,2009ZEMD01,Australia,a,5223,5060,5484,4501,4694,,
1074039,AdelaideSummer2017,333oh,c,1,1035,1327,Feliks Zemdegs,2009ZEMD01,Australia,a,1035,1295,1263,1422,1505,,
1074040,AdelaideSummer2017,666,d,1,8785,9468,Feliks Zemdegs,2009ZEMD01,Australia,m,9857,9762,8785,0,0,WR,WR
1074041,AdelaideSummer2017,666,f,1,9297,9709,Feliks Zemdegs,2009ZEMD01,Australia,m,9297,9350,10479,0,0,,
1074042,AdelaideSummer2017,444,d,1,2350,2597,Feliks Zemdegs,2009ZEMD01,Australia,a,2350,2773,2368,2977,2649,,WR
1074043,AdelaideSummer2017,444,f,1,2749,2935,Feliks Zemdegs,2009ZEMD01,Australia,a,2749,3260,2868,2977,2960,,
1074044,AdelaideSummer2017,333bf,1,4,6776,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6776,-1,0,0,,
1074045,AdelaideSummer2017,333bf,f,5,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
1118672,CubingClassic2017,333,1,1,628,697,Feliks Zemdegs,2009ZEMD01,Australia,a,674,715,703,895,628,,
1118673,CubingClassic2017,333,2,1,536,722,Feliks Zemdegs,2009ZEMD01,Australia,a,829,785,536,817,564,,
1118674,CubingClassic2017,333,f,1,616,728,Feliks Zemdegs,2009ZEMD01,Australia,a,616,701,820,662,874,,
1118675,CubingClassic2017,222,1,3,102,242,Feliks Zemdegs,2009ZEMD01,Australia,a,150,209,497,102,367,,
1118676,CubingClassic2017,222,2,2,156,227,Feliks Zemdegs,2009ZEMD01,Australia,a,317,193,172,325,156,,
1118677,CubingClassic2017,222,f,3,186,258,Feliks Zemdegs,2009ZEMD01,Australia,a,275,-1,186,300,199,,
1118678,CubingClassic2017,minx,c,1,4486,4602,Feliks Zemdegs,2009ZEMD01,Australia,a,4624,4486,4993,4529,4652,,
1118679,CubingClassic2017,333bf,f,4,8742,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,8742,0,0,,
1118680,CubingClassic2017,444,d,1,2617,2770,Feliks Zemdegs,2009ZEMD01,Australia,a,3463,2626,2617,2967,2718,,
1118681,CubingClassic2017,444,f,1,2475,2753,Feliks Zemdegs,2009ZEMD01,Australia,a,2475,2865,3294,2696,2698,,
1118682,CubingClassic2017,777,c,1,13813,14276,Feliks Zemdegs,2009ZEMD01,Australia,m,13813,15155,13860,0,0,WR,
1118683,CubingClassic2017,333oh,d,1,996,1168,Feliks Zemdegs,2009ZEMD01,Australia,a,996,1282,1345,1128,1093,,
1118684,CubingClassic2017,333oh,f,1,964,1223,Feliks Zemdegs,2009ZEMD01,Australia,a,1005,1622,1410,1255,964,,
1118685,CubingClassic2017,sq1,d,4,1620,1676,Feliks Zemdegs,2009ZEMD01,Australia,a,1620,1721,1955,1667,1641,,
1118686,CubingClassic2017,sq1,f,5,1278,1734,Feliks Zemdegs,2009ZEMD01,Australia,a,1931,1278,1481,1952,1789,,
1118687,CubingClassic2017,666,c,1,10084,10295,Feliks Zemdegs,2009ZEMD01,Australia,m,10176,10624,10084,0,0,,
1118688,CubingClassic2017,555,c,1,4923,5281,Feliks Zemdegs,2009ZEMD01,Australia,a,5826,4923,5565,4963,5316,,
1176057,CubeforCambodia2017,333fm,f,1,31,0,Feliks Zemdegs,2009ZEMD01,Australia,1,31,0,0,0,0,,
1176058,CubeforCambodia2017,555,d,1,4859,5269,Feliks Zemdegs,2009ZEMD01,Australia,a,4859,5195,5373,6343,5240,,
1176059,CubeforCambodia2017,555,f,1,5057,5132,Feliks Zemdegs,2009ZEMD01,Australia,a,5057,5099,5323,5237,5059,,
1176060,CubeforCambodia2017,333bf,f,2,6430,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,6430,0,0,,
1176061,CubeforCambodia2017,333,1,1,630,724,Feliks Zemdegs,2009ZEMD01,Australia,a,691,751,731,630,865,,
1176062,CubeforCambodia2017,333,2,1,651,696,Feliks Zemdegs,2009ZEMD01,Australia,a,655,651,-1,709,723,,
1176063,CubeforCambodia2017,333,f,1,633,667,Feliks Zemdegs,2009ZEMD01,Australia,a,641,1179,633,712,648,,
1176064,CubeforCambodia2017,333oh,d,1,1113,1204,Feliks Zemdegs,2009ZEMD01,Australia,a,1203,1113,1223,1185,1258,,
1176065,CubeforCambodia2017,333oh,f,1,971,1106,Feliks Zemdegs,2009ZEMD01,Australia,a,1125,971,1445,1188,1006,,
1181673,TechweekNZ2017,333oh,d,1,925,1165,Feliks Zemdegs,2009ZEMD01,Australia,a,1289,1239,925,1111,1146,,
1181674,TechweekNZ2017,333oh,f,1,1115,1310,Feliks Zemdegs,2009ZEMD01,Australia,a,1115,1552,1167,-1,1211,,
1181675,TechweekNZ2017,333,1,1,643,760,Feliks Zemdegs,2009ZEMD01,Australia,a,643,777,812,773,730,,
1181676,TechweekNZ2017,333,2,1,587,675,Feliks Zemdegs,2009ZEMD01,Australia,a,735,668,741,587,623,,
1181677,TechweekNZ2017,333,f,1,571,717,Feliks Zemdegs,2009ZEMD01,Australia,a,635,692,849,824,571,,
1181678,TechweekNZ2017,222,1,1,131,220,Feliks Zemdegs,2009ZEMD01,Australia,a,309,131,246,280,134,,
1181679,TechweekNZ2017,222,f,1,219,272,Feliks Zemdegs,2009ZEMD01,Australia,a,455,332,246,219,238,,
1181680,TechweekNZ2017,777,f,1,14718,15273,Feliks Zemdegs,2009ZEMD01,Australia,m,14718,16126,14976,0,0,,
1181681,TechweekNZ2017,333bf,f,2,7380,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,7380,-1,-1,0,0,,
1181682,TechweekNZ2017,444,d,1,2408,2785,Feliks Zemdegs,2009ZEMD01,Australia,a,2727,2408,2843,3343,2784,,
1181683,TechweekNZ2017,444,f,1,2329,2654,Feliks Zemdegs,2009ZEMD01,Australia,a,2654,2329,2928,3120,2379,,
1181684,TechweekNZ2017,555,d,1,5154,5211,Feliks Zemdegs,2009ZEMD01,Australia,a,5223,5637,5154,5256,5155,,
1181685,TechweekNZ2017,555,f,1,4721,4985,Feliks Zemdegs,2009ZEMD01,Australia,a,4782,4989,5185,5200,4721,,
1181686,TechweekNZ2017,666,c,1,9229,9691,Feliks Zemdegs,2009ZEMD01,Australia,m,9229,10457,9386,0,0,,
1181687,TechweekNZ2017,444bf,f,2,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-2,-2,0,0,,
1211285,LatAmTourSantiago2017,minx,d,2,3910,4326,Feliks Zemdegs,2009ZEMD01,Australia,a,4064,4266,3910,4856,4647,,
1211286,LatAmTourSantiago2017,minx,f,2,4442,4719,Feliks Zemdegs,2009ZEMD01,Australia,a,5325,4442,4781,4841,4534,,
1211287,LatAmTourSantiago2017,444,d,1,2103,2614,Feliks Zemdegs,2009ZEMD01,Australia,a,3146,2502,2103,2599,2740,OcR,
1211288,LatAmTourSantiago2017,444,f,1,2303,2704,Feliks Zemdegs,2009ZEMD01,Australia,a,2627,3083,2303,2802,2683,,
1211289,LatAmTourSantiago2017,333,1,1,681,720,Feliks Zemdegs,2009ZEMD01,Australia,a,689,733,794,681,737,,
1211290,LatAmTourSantiago2017,333,2,1,636,723,Feliks Zemdegs,2009ZEMD01,Australia,a,847,778,737,636,655,,
1211291,LatAmTourSantiago2017,333,3,1,536,726,Feliks Zemdegs,2009ZEMD01,Australia,a,826,751,695,731,536,,
1211292,LatAmTourSantiago2017,333,f,1,583,724,Feliks Zemdegs,2009ZEMD01,Australia,a,927,583,749,742,682,,
1211293,LatAmTourSantiago2017,777,c,1,14059,14623,Feliks Zemdegs,2009ZEMD01,Australia,m,14283,15526,14059,0,0,,
1211294,LatAmTourSantiago2017,sq1,d,9,1804,2151,Feliks Zemdegs,2009ZEMD01,Australia,a,2260,2273,2068,2124,1804,,
1211295,LatAmTourSantiago2017,222,d,2,147,295,Feliks Zemdegs,2009ZEMD01,Australia,a,354,366,147,273,257,,
1211296,LatAmTourSantiago2017,222,f,2,265,296,Feliks Zemdegs,2009ZEMD01,Australia,a,283,265,553,273,331,,
1211297,LatAmTourSantiago2017,333bf,1,4,6863,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,6863,0,0,,
1211298,LatAmTourSantiago2017,333bf,f,1,5447,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,8008,-1,5447,0,0,,
1211299,LatAmTourSantiago2017,555,d,1,4921,5506,Feliks Zemdegs,2009ZEMD01,Australia,a,5780,5244,5537,5737,4921,,
1211300,LatAmTourSantiago2017,555,f,1,5164,5473,Feliks Zemdegs,2009ZEMD01,Australia,a,5859,5245,5377,5164,5798,,
1211301,LatAmTourSantiago2017,333oh,d,2,1035,1268,Feliks Zemdegs,2009ZEMD01,Australia,a,1567,1295,1306,1035,1203,,
1211302,LatAmTourSantiago2017,333oh,f,2,1133,1233,Feliks Zemdegs,2009ZEMD01,Australia,a,1133,1259,1452,1263,1177,,
1211303,LatAmTourSantiago2017,666,c,1,9402,10250,Feliks Zemdegs,2009ZEMD01,Australia,m,10698,9402,10651,0,0,,
1221740,LatinAmericaCubingTourCochab2017,555,c,1,4879,5145,Feliks Zemdegs,2009ZEMD01,Australia,a,5046,5727,5116,4879,5274,,
1221741,LatinAmericaCubingTourCochab2017,666,c,1,9056,9717,Feliks Zemdegs,2009ZEMD01,Australia,m,9056,9757,10338,0,0,,
1221742,LatinAmericaCubingTourCochab2017,777,c,1,13632,13896,Feliks Zemdegs,2009ZEMD01,Australia,m,13632,14130,13926,0,0,,WR
1221743,LatinAmericaCubingTourCochab2017,444,d,1,2271,2650,Feliks Zemdegs,2009ZEMD01,Australia,a,2875,2271,2752,2322,2910,,
1221744,LatinAmericaCubingTourCochab2017,444,f,1,2252,2581,Feliks Zemdegs,2009ZEMD01,Australia,a,2641,2252,2684,2733,2418,,OcR
1221745,LatinAmericaCubingTourCochab2017,333,1,1,619,673,Feliks Zemdegs,2009ZEMD01,Australia,a,684,619,644,692,943,,
1221746,LatinAmericaCubingTourCochab2017,333,2,1,625,659,Feliks Zemdegs,2009ZEMD01,Australia,a,664,662,650,625,770,,
1221747,LatinAmericaCubingTourCochab2017,333,3,1,623,673,Feliks Zemdegs,2009ZEMD01,Australia,a,623,657,638,739,723,,
1221748,LatinAmericaCubingTourCochab2017,333,f,1,601,645,Feliks Zemdegs,2009ZEMD01,Australia,a,677,632,753,627,601,,OcR
1221749,LatinAmericaCubingTourCochab2017,333bf,f,3,6069,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6069,-1,0,0,,
1221750,LatinAmericaCubingTourCochab2017,minx,c,1,4359,4955,Feliks Zemdegs,2009ZEMD01,Australia,a,4359,4550,4482,7053,5834,,
1221751,LatinAmericaCubingTourCochab2017,333oh,d,1,1014,1144,Feliks Zemdegs,2009ZEMD01,Australia,a,1117,1199,1123,1014,1193,,
1221752,LatinAmericaCubingTourCochab2017,333oh,f,1,941,1128,Feliks Zemdegs,2009ZEMD01,Australia,a,941,1065,1146,1300,1174,,
1222107,LatinAmericaCubingTourMontev2017,222,d,2,145,209,Feliks Zemdegs,2009ZEMD01,Australia,a,232,240,272,145,155,,
1222108,LatinAmericaCubingTourMontev2017,222,f,2,136,218,Feliks Zemdegs,2009ZEMD01,Australia,a,136,213,239,405,203,,
1222109,LatinAmericaCubingTourMontev2017,333oh,d,1,1093,1167,Feliks Zemdegs,2009ZEMD01,Australia,a,1227,1274,1119,1155,1093,,
1222110,LatinAmericaCubingTourMontev2017,333oh,f,1,1128,1173,Feliks Zemdegs,2009ZEMD01,Australia,a,1217,1167,1339,1134,1128,,
1222111,LatinAmericaCubingTourMontev2017,666,c,1,9238,9690,Feliks Zemdegs,2009ZEMD01,Australia,m,9994,9839,9238,0,0,,
1222112,LatinAmericaCubingTourMontev2017,333,1,1,568,720,Feliks Zemdegs,2009ZEMD01,Australia,a,654,568,678,829,828,,
1222113,LatinAmericaCubingTourMontev2017,333,2,1,639,680,Feliks Zemdegs,2009ZEMD01,Australia,a,704,639,750,693,644,,
1222114,LatinAmericaCubingTourMontev2017,333,f,1,603,673,Feliks Zemdegs,2009ZEMD01,Australia,a,719,683,617,603,724,,
1222115,LatinAmericaCubingTourMontev2017,777,c,1,13596,14181,Feliks Zemdegs,2009ZEMD01,Australia,m,13596,14420,14528,0,0,OcR,WR
1222116,LatinAmericaCubingTourMontev2017,555,c,1,4838,5005,Feliks Zemdegs,2009ZEMD01,Australia,a,4993,4838,5088,4935,5792,,
1222357,LatinAmericaCubingTourArequi2017,333,1,1,585,645,Feliks Zemdegs,2009ZEMD01,Australia,a,675,585,639,1055,621,,OcR
1222358,LatinAmericaCubingTourArequi2017,333,2,1,539,656,Feliks Zemdegs,2009ZEMD01,Australia,a,691,539,757,598,679,,
1222359,LatinAmericaCubingTourArequi2017,333,f,1,633,703,Feliks Zemdegs,2009ZEMD01,Australia,a,680,633,726,704,748,,
1222360,LatinAmericaCubingTourArequi2017,333bf,1,5,6185,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6185,-1,0,0,,
1222361,LatinAmericaCubingTourArequi2017,333bf,f,4,5317,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,6567,5317,-1,0,0,,
1222362,LatinAmericaCubingTourArequi2017,333oh,d,1,922,1157,Feliks Zemdegs,2009ZEMD01,Australia,a,1139,1522,1099,922,1232,,
1222363,LatinAmericaCubingTourArequi2017,333oh,f,1,960,1142,Feliks Zemdegs,2009ZEMD01,Australia,a,1508,1162,1157,960,1107,,
1222364,LatinAmericaCubingTourArequi2017,222,d,1,114,283,Feliks Zemdegs,2009ZEMD01,Australia,a,338,294,114,484,218,,
1222365,LatinAmericaCubingTourArequi2017,222,f,2,134,290,Feliks Zemdegs,2009ZEMD01,Australia,a,269,134,341,285,317,,
1222366,LatinAmericaCubingTourArequi2017,444,d,1,1936,2508,Feliks Zemdegs,2009ZEMD01,Australia,a,2263,2648,1936,2944,2614,WR,
1222367,LatinAmericaCubingTourArequi2017,444,f,1,2234,2501,Feliks Zemdegs,2009ZEMD01,Australia,a,2234,2749,2475,2279,-1,,OcR
1222368,LatinAmericaCubingTourArequi2017,555,c,1,4565,5253,Feliks Zemdegs,2009ZEMD01,Australia,a,5838,4565,5142,5310,5306,,
1222369,LatinAmericaCubingTourArequi2017,minx,d,1,4102,4541,Feliks Zemdegs,2009ZEMD01,Australia,a,4699,4256,4669,4727,4102,,
1222370,LatinAmericaCubingTourArequi2017,minx,f,1,4109,4552,Feliks Zemdegs,2009ZEMD01,Australia,a,4734,4847,4109,4634,4287,,
1228238,LatinAmericaCubingTourLima2017,333oh,d,2,1138,1370,Feliks Zemdegs,2009ZEMD01,Australia,a,1302,1167,1138,1815,1641,,
1228239,LatinAmericaCubingTourLima2017,333oh,f,1,1005,1110,Feliks Zemdegs,2009ZEMD01,Australia,a,1157,1005,1096,1076,1675,,
1228240,LatinAmericaCubingTourLima2017,minx,d,2,4361,4540,Feliks Zemdegs,2009ZEMD01,Australia,a,4639,4490,4635,4496,4361,,
1228241,LatinAmericaCubingTourLima2017,minx,f,2,4230,4612,Feliks Zemdegs,2009ZEMD01,Australia,a,4664,4230,4911,4601,4572,,
1228242,LatinAmericaCubingTourLima2017,333bf,1,6,6840,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,6840,0,0,,
1228243,LatinAmericaCubingTourLima2017,333bf,f,4,4502,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,4502,-1,-1,0,0,,
1228244,LatinAmericaCubingTourLima2017,555,d,1,4730,5264,Feliks Zemdegs,2009ZEMD01,Australia,a,5516,5342,4730,5436,5015,,
1228245,LatinAmericaCubingTourLima2017,555,f,1,4842,5312,Feliks Zemdegs,2009ZEMD01,Australia,a,5235,4842,5412,5634,5290,,
1228246,LatinAmericaCubingTourLima2017,777,c,1,14102,14329,Feliks Zemdegs,2009ZEMD01,Australia,m,14146,14102,14740,0,0,,
1228247,LatinAmericaCubingTourLima2017,333,1,2,650,772,Feliks Zemdegs,2009ZEMD01,Australia,a,746,772,931,650,797,,
1228248,LatinAmericaCubingTourLima2017,333,2,1,558,665,Feliks Zemdegs,2009ZEMD01,Australia,a,558,782,678,703,615,,
1228249,LatinAmericaCubingTourLima2017,333,3,1,568,672,Feliks Zemdegs,2009ZEMD01,Australia,a,659,648,710,568,1131,,
1228250,LatinAmericaCubingTourLima2017,333,f,1,576,670,Feliks Zemdegs,2009ZEMD01,Australia,a,650,752,576,666,695,,
1228251,LatinAmericaCubingTourLima2017,sq1,d,6,1684,1835,Feliks Zemdegs,2009ZEMD01,Australia,a,1799,1969,1684,1766,1940,,
1228252,LatinAmericaCubingTourLima2017,sq1,f,8,1183,2046,Feliks Zemdegs,2009ZEMD01,Australia,a,1183,1362,3405,1879,2898,,
1228253,LatinAmericaCubingTourLima2017,222,d,1,210,232,Feliks Zemdegs,2009ZEMD01,Australia,a,244,213,210,240,254,,
1228254,LatinAmericaCubingTourLima2017,222,f,2,153,231,Feliks Zemdegs,2009ZEMD01,Australia,a,153,241,229,526,224,,
1228255,LatinAmericaCubingTourLima2017,444,d,1,2403,2624,Feliks Zemdegs,2009ZEMD01,Australia,a,2403,2879,2715,2553,2603,,
1228256,LatinAmericaCubingTourLima2017,444,f,1,2182,2457,Feliks Zemdegs,2009ZEMD01,Australia,a,2444,2182,2255,2671,2956,,OcR
1228257,LatinAmericaCubingTourLima2017,666,c,1,9272,10505,Feliks Zemdegs,2009ZEMD01,Australia,m,9920,9272,12324,0,0,,
1229637,LatinAmericaCubingTourChia2017,444,d,1,2387,2552,Feliks Zemdegs,2009ZEMD01,Australia,a,2571,2701,2687,2387,2397,,
1229638,LatinAmericaCubingTourChia2017,444,f,1,2284,2644,Feliks Zemdegs,2009ZEMD01,Australia,a,2284,3014,2306,2937,2690,,
1229639,LatinAmericaCubingTourChia2017,333,d,1,555,597,Feliks Zemdegs,2009ZEMD01,Australia,a,555,564,658,667,570,,WR
1229640,LatinAmericaCubingTourChia2017,333,2,1,551,652,Feliks Zemdegs,2009ZEMD01,Australia,a,671,551,696,800,590,,
1229641,LatinAmericaCubingTourChia2017,333,3,1,581,645,Feliks Zemdegs,2009ZEMD01,Australia,a,712,584,851,581,640,,
1229642,LatinAmericaCubingTourChia2017,333,f,1,642,782,Feliks Zemdegs,2009ZEMD01,Australia,a,798,779,770,642,890,,
1229643,LatinAmericaCubingTourChia2017,333oh,d,2,1054,1225,Feliks Zemdegs,2009ZEMD01,Australia,a,1054,1103,1404,1327,1244,,
1229644,LatinAmericaCubingTourChia2017,333oh,f,2,1086,1176,Feliks Zemdegs,2009ZEMD01,Australia,a,1195,1136,1197,1228,1086,,
1229645,LatinAmericaCubingTourChia2017,555,d,1,4287,4885,Feliks Zemdegs,2009ZEMD01,Australia,a,5154,5077,4450,4287,5128,,
1229646,LatinAmericaCubingTourChia2017,555,f,1,4124,4788,Feliks Zemdegs,2009ZEMD01,Australia,a,4837,5248,4124,5107,4420,WR,WR
1229647,LatinAmericaCubingTourChia2017,333bf,1,5,5325,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,6321,5325,-1,0,0,,
1229648,LatinAmericaCubingTourChia2017,333bf,f,4,5301,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,5301,0,0,,
1229649,LatinAmericaCubingTourChia2017,666,c,1,8896,9602,Feliks Zemdegs,2009ZEMD01,Australia,m,10011,8896,9899,0,0,,
1229650,LatinAmericaCubingTourChia2017,777,c,1,13667,14222,Feliks Zemdegs,2009ZEMD01,Australia,m,13776,15222,13667,0,0,,
1229651,LatinAmericaCubingTourChia2017,minx,d,1,3973,4203,Feliks Zemdegs,2009ZEMD01,Australia,a,3993,3973,4529,4575,4087,,OcR
1229652,LatinAmericaCubingTourChia2017,minx,f,1,3764,4215,Feliks Zemdegs,2009ZEMD01,Australia,a,3764,3939,4210,4868,4496,OcR,
1239721,LondonOpen2017,333bf,f,22,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
1239722,LondonOpen2017,666,c,1,8037,8851,Feliks Zemdegs,2009ZEMD01,Australia,m,9127,9390,8037,0,0,WR,WR
1239723,LondonOpen2017,333oh,d,2,1116,1211,Feliks Zemdegs,2009ZEMD01,Australia,a,1202,1314,1116,1469,1116,,
1239724,LondonOpen2017,333oh,f,1,1000,1210,Feliks Zemdegs,2009ZEMD01,Australia,a,1510,1243,1000,1208,1180,,
1239725,LondonOpen2017,333,1,1,659,699,Feliks Zemdegs,2009ZEMD01,Australia,a,746,754,659,679,673,,
1239726,LondonOpen2017,333,2,1,664,686,Feliks Zemdegs,2009ZEMD01,Australia,a,664,671,714,673,721,,
1239727,LondonOpen2017,333,f,1,612,670,Feliks Zemdegs,2009ZEMD01,Australia,a,661,775,704,646,612,,
1239728,LondonOpen2017,sq1,c,16,1479,1884,Feliks Zemdegs,2009ZEMD01,Australia,a,1756,1864,2031,1479,-1,,
1239729,LondonOpen2017,777,c,1,13409,13865,Feliks Zemdegs,2009ZEMD01,Australia,m,14338,13847,13409,0,0,WR,WR
1239730,LondonOpen2017,555,d,1,4423,5082,Feliks Zemdegs,2009ZEMD01,Australia,a,4625,5718,4423,5104,5517,,
1239731,LondonOpen2017,555,f,1,4287,4796,Feliks Zemdegs,2009ZEMD01,Australia,a,4725,4287,4941,5315,4722,,
1239732,LondonOpen2017,444,d,3,2477,2798,Feliks Zemdegs,2009ZEMD01,Australia,a,3055,2684,2656,2477,3240,,
1239733,LondonOpen2017,444,f,2,2152,2661,Feliks Zemdegs,2009ZEMD01,Australia,a,2697,2502,2152,2878,2783,,
