,competitionId,eventId,roundTypeId,pos,best,average,personName,personId,personCountryId,formatId,value1,value2,value3,value4,value5,regionalSingleRecord,regionalAverageRecord
1239734,LondonOpen2017,minx,c,1,4123,4698,Feliks Zemdegs,2009ZEMD01,Australia,a,4807,4542,4123,4829,4746,,
1240758,LatinAmericaCubingTourSantoD2017,222,1,1,201,260,Feliks Zemdegs,2009ZEMD01,Australia,a,297,378,263,221,201,,
1240759,LatinAmericaCubingTourSantoD2017,222,f,1,195,237,Feliks Zemdegs,2009ZEMD01,Australia,a,235,234,195,242,291,,
1240760,LatinAmericaCubingTourSantoD2017,444,d,1,2342,2857,Feliks Zemdegs,2009ZEMD01,Australia,a,2677,3079,2935,2342,2960,,
1240761,LatinAmericaCubingTourSantoD2017,444,f,1,2418,2636,Feliks Zemdegs,2009ZEMD01,Australia,a,2530,3109,2696,2418,2682,,
1240762,LatinAmericaCubingTourSantoD2017,333,1,1,570,758,Feliks Zemdegs,2009ZEMD01,Australia,a,729,570,726,891,818,,
1240763,LatinAmericaCubingTourSantoD2017,333,2,1,565,678,Feliks Zemdegs,2009ZEMD01,Australia,a,777,710,662,661,565,,
1240764,LatinAmericaCubingTourSantoD2017,333,f,1,581,670,Feliks Zemdegs,2009ZEMD01,Australia,a,581,753,728,680,602,,
1240765,LatinAmericaCubingTourSantoD2017,333oh,1,1,928,1169,Feliks Zemdegs,2009ZEMD01,Australia,a,1250,1068,1189,1275,928,,
1240766,LatinAmericaCubingTourSantoD2017,333oh,f,1,1066,1134,Feliks Zemdegs,2009ZEMD01,Australia,a,1115,1206,1081,1066,1265,,
1241198,LatinAmericaCubingTourGuatem2017,333bf,f,1,4943,5498,Feliks Zemdegs,2009ZEMD01,Australia,3,6060,4943,5492,0,0,,
1241199,LatinAmericaCubingTourGuatem2017,minx,d,1,3460,4481,Feliks Zemdegs,2009ZEMD01,Australia,a,4861,4296,4408,3460,4739,OcR,
1241200,LatinAmericaCubingTourGuatem2017,minx,f,1,3673,4350,Feliks Zemdegs,2009ZEMD01,Australia,a,4631,3955,3673,4463,4817,,
1241201,LatinAmericaCubingTourGuatem2017,333oh,d,1,796,1117,Feliks Zemdegs,2009ZEMD01,Australia,a,916,1108,1327,796,1874,,
1241202,LatinAmericaCubingTourGuatem2017,333oh,f,1,900,1226,Feliks Zemdegs,2009ZEMD01,Australia,a,900,1394,1625,1073,1210,,
1241203,LatinAmericaCubingTourGuatem2017,333,1,1,647,740,Feliks Zemdegs,2009ZEMD01,Australia,a,755,774,898,690,647,,
1241204,LatinAmericaCubingTourGuatem2017,333,2,1,612,669,Feliks Zemdegs,2009ZEMD01,Australia,a,612,719,773,635,653,,
1241205,LatinAmericaCubingTourGuatem2017,333,3,1,572,638,Feliks Zemdegs,2009ZEMD01,Australia,a,572,616,795,624,675,,
1241206,LatinAmericaCubingTourGuatem2017,333,f,1,565,623,Feliks Zemdegs,2009ZEMD01,Australia,a,565,772,668,591,609,,
1241207,LatinAmericaCubingTourGuatem2017,222,d,1,229,256,Feliks Zemdegs,2009ZEMD01,Australia,a,229,235,244,290,331,,
1241208,LatinAmericaCubingTourGuatem2017,222,f,1,119,247,Feliks Zemdegs,2009ZEMD01,Australia,a,181,449,296,119,263,,
1241209,LatinAmericaCubingTourGuatem2017,444,d,1,2551,2731,Feliks Zemdegs,2009ZEMD01,Australia,a,2707,3234,2684,2801,2551,,
1241210,LatinAmericaCubingTourGuatem2017,444,f,1,2242,2624,Feliks Zemdegs,2009ZEMD01,Australia,a,2935,2332,2242,2605,3508,,
1241211,LatinAmericaCubingTourGuatem2017,555,c,1,4544,4950,Feliks Zemdegs,2009ZEMD01,Australia,a,4544,5017,4812,5021,5215,,
1241212,LatinAmericaCubingTourGuatem2017,pyram,d,9,540,746,Feliks Zemdegs,2009ZEMD01,Australia,a,757,663,847,817,540,,
1250362,WC2017,222,d,15,216,226,Feliks Zemdegs,2009ZEMD01,Australia,a,289,227,219,233,216,,
1250363,WC2017,222,2,40,176,289,Feliks Zemdegs,2009ZEMD01,Australia,a,345,232,289,176,347,,
1250364,WC2017,222,3,62,223,317,Feliks Zemdegs,2009ZEMD01,Australia,a,366,223,410,260,325,,
1250365,WC2017,555,1,2,4488,4817,Feliks Zemdegs,2009ZEMD01,Australia,a,4819,5244,4943,4488,4688,,
1250366,WC2017,555,2,1,3852,4624,Feliks Zemdegs,2009ZEMD01,Australia,a,5369,5099,3852,4325,4448,WR,WR
1250367,WC2017,555,f,1,4370,4848,Feliks Zemdegs,2009ZEMD01,Australia,a,4935,4370,4700,4910,5600,,
1250368,WC2017,333fm,f,31,30,3200,Feliks Zemdegs,2009ZEMD01,Australia,m,31,30,35,0,0,,
1250369,WC2017,minx,1,2,3962,4468,Feliks Zemdegs,2009ZEMD01,Australia,a,4229,3962,4541,4633,5153,,
1250370,WC2017,minx,f,2,4026,4357,Feliks Zemdegs,2009ZEMD01,Australia,a,4026,4943,4113,4626,4331,,
1250371,WC2017,333oh,1,5,1018,1223,Feliks Zemdegs,2009ZEMD01,Australia,a,1471,1333,1018,1150,1187,,
1250372,WC2017,333oh,2,8,1245,1312,Feliks Zemdegs,2009ZEMD01,Australia,a,1291,1407,1245,1361,1284,,
1250373,WC2017,333oh,f,2,893,1181,Feliks Zemdegs,2009ZEMD01,Australia,a,1199,1417,1289,1054,893,,
1250374,WC2017,333,1,2,644,706,Feliks Zemdegs,2009ZEMD01,Australia,a,703,766,650,644,764,,
1250375,WC2017,333,2,4,669,728,Feliks Zemdegs,2009ZEMD01,Australia,a,831,737,769,677,669,,
1250376,WC2017,333,3,2,640,737,Feliks Zemdegs,2009ZEMD01,Australia,a,679,755,640,833,777,,
1250377,WC2017,333,f,4,655,728,Feliks Zemdegs,2009ZEMD01,Australia,a,827,810,655,705,668,,
1250378,WC2017,sq1,1,85,1665,2061,Feliks Zemdegs,2009ZEMD01,Australia,a,1864,1665,2392,2634,1926,,
1250379,WC2017,666,1,1,8003,8779,Feliks Zemdegs,2009ZEMD01,Australia,m,8800,9533,8003,0,0,WR,WR
1254258,WC2017,666,f,2,9249,9645,Feliks Zemdegs,2009ZEMD01,Australia,m,9249,9298,10389,0,0,,
1254259,WC2017,333bf,1,39,5175,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,5175,5646,0,0,,
1254260,WC2017,333bf,2,31,5033,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,5033,5223,0,0,,
1254261,WC2017,444,1,1,2309,2555,Feliks Zemdegs,2009ZEMD01,Australia,a,2635,2346,2309,2683,2823,,
1254262,WC2017,444,2,4,2176,2717,Feliks Zemdegs,2009ZEMD01,Australia,a,2176,2692,2625,3041,2834,,
1254263,WC2017,444,f,3,2147,2504,Feliks Zemdegs,2009ZEMD01,Australia,a,2555,2265,2147,2863,2693,,
1254264,WC2017,777,1,1,12673,13507,Feliks Zemdegs,2009ZEMD01,Australia,m,12673,14432,13415,0,0,WR,WR
1254265,WC2017,777,f,1,13746,14160,Feliks Zemdegs,2009ZEMD01,Australia,m,14801,13932,13746,0,0,,
1347759,China10years2017,minx,d,1,4049,4679,Feliks Zemdegs,2009ZEMD01,Australia,a,4712,4462,5735,4864,4049,,
1347760,China10years2017,minx,f,1,4089,4455,Feliks Zemdegs,2009ZEMD01,Australia,a,4331,4561,4520,4515,4089,,
1347761,China10years2017,444,d,3,2348,2778,Feliks Zemdegs,2009ZEMD01,Australia,a,2523,3056,3096,2348,2756,,
1347762,China10years2017,444,f,3,2153,2571,Feliks Zemdegs,2009ZEMD01,Australia,a,2357,2847,2731,2626,2153,,
1347763,China10years2017,222,d,3,208,275,Feliks Zemdegs,2009ZEMD01,Australia,a,208,374,512,217,234,,
1347764,China10years2017,222,2,4,196,240,Feliks Zemdegs,2009ZEMD01,Australia,a,196,526,226,228,267,,
1347765,China10years2017,222,f,2,211,219,Feliks Zemdegs,2009ZEMD01,Australia,a,213,224,211,221,407,,
1347766,China10years2017,555,d,1,4127,4613,Feliks Zemdegs,2009ZEMD01,Australia,a,5188,4127,4555,4417,4866,,WR
1347767,China10years2017,555,f,3,4665,4880,Feliks Zemdegs,2009ZEMD01,Australia,a,4917,4999,5068,4723,4665,,
1347768,China10years2017,333oh,d,2,1024,1233,Feliks Zemdegs,2009ZEMD01,Australia,a,1308,1024,1302,1090,1433,,
1347769,China10years2017,333oh,2,2,792,1174,Feliks Zemdegs,2009ZEMD01,Australia,a,1293,792,1283,1282,958,,
1347770,China10years2017,333oh,f,1,995,1180,Feliks Zemdegs,2009ZEMD01,Australia,a,995,1158,1311,1155,1227,,
1347771,China10years2017,sq1,d,10,1353,1699,Feliks Zemdegs,2009ZEMD01,Australia,a,1353,1968,1549,1918,1629,,
1347772,China10years2017,sq1,f,6,1192,1553,Feliks Zemdegs,2009ZEMD01,Australia,a,1524,1922,1615,1519,1192,,
1347773,China10years2017,777,d,1,12739,13404,Feliks Zemdegs,2009ZEMD01,Australia,m,14538,12935,12739,0,0,,WR
1347774,China10years2017,777,f,2,14206,15416,Feliks Zemdegs,2009ZEMD01,Australia,m,15138,16904,14206,0,0,,
1347775,China10years2017,666,d,1,9066,9681,Feliks Zemdegs,2009ZEMD01,Australia,m,9626,9066,10352,0,0,,
1347776,China10years2017,666,f,1,8419,8807,Feliks Zemdegs,2009ZEMD01,Australia,m,8909,9094,8419,0,0,,
1347777,China10years2017,333,d,3,636,738,Feliks Zemdegs,2009ZEMD01,Australia,a,762,711,744,760,636,,
1347778,China10years2017,333,2,2,550,649,Feliks Zemdegs,2009ZEMD01,Australia,a,667,833,575,550,706,,
1347779,China10years2017,333,3,1,630,697,Feliks Zemdegs,2009ZEMD01,Australia,a,717,663,748,630,710,,
1347780,China10years2017,333,f,1,636,680,Feliks Zemdegs,2009ZEMD01,Australia,a,692,638,636,828,710,,
1369952,MalaysiaCubeOpen2017,333oh,d,1,1032,1220,Feliks Zemdegs,2009ZEMD01,Australia,a,1353,1032,1235,1086,1339,,
1369953,MalaysiaCubeOpen2017,333oh,f,1,901,1021,Feliks Zemdegs,2009ZEMD01,Australia,a,1028,1004,1031,901,1124,,WR
1369954,MalaysiaCubeOpen2017,222,1,1,173,216,Feliks Zemdegs,2009ZEMD01,Australia,a,186,319,238,173,224,,
1369955,MalaysiaCubeOpen2017,222,f,1,147,247,Feliks Zemdegs,2009ZEMD01,Australia,a,399,226,147,215,299,,
1369956,MalaysiaCubeOpen2017,555,d,1,4565,4931,Feliks Zemdegs,2009ZEMD01,Australia,a,4565,5452,4661,4960,5172,,
1369957,MalaysiaCubeOpen2017,555,f,1,4442,4564,Feliks Zemdegs,2009ZEMD01,Australia,a,4731,4823,4515,4442,4445,,WR
1369958,MalaysiaCubeOpen2017,minx,d,1,4348,4899,Feliks Zemdegs,2009ZEMD01,Australia,a,5087,4658,5781,4348,4952,,
1369959,MalaysiaCubeOpen2017,minx,f,1,4167,4481,Feliks Zemdegs,2009ZEMD01,Australia,a,4630,4604,4577,4167,4262,,
1369960,MalaysiaCubeOpen2017,sq1,d,3,1241,1600,Feliks Zemdegs,2009ZEMD01,Australia,a,1973,1241,1698,1763,1338,,
1369961,MalaysiaCubeOpen2017,sq1,f,6,1512,1775,Feliks Zemdegs,2009ZEMD01,Australia,a,2569,1787,1607,1512,1930,,
1369962,MalaysiaCubeOpen2017,333bf,1,2,7345,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,7345,7982,-1,0,0,,
1369963,MalaysiaCubeOpen2017,333bf,f,1,6173,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,6173,0,0,,
1369964,MalaysiaCubeOpen2017,333,1,1,525,580,Feliks Zemdegs,2009ZEMD01,Australia,a,599,528,525,613,919,,WR
1369965,MalaysiaCubeOpen2017,333,2,1,534,687,Feliks Zemdegs,2009ZEMD01,Australia,a,610,738,534,748,714,,
1369966,MalaysiaCubeOpen2017,333,f,1,629,655,Feliks Zemdegs,2009ZEMD01,Australia,a,688,789,629,631,645,,
1369967,MalaysiaCubeOpen2017,333fm,f,2,31,0,Feliks Zemdegs,2009ZEMD01,Australia,1,31,0,0,0,0,,
1369968,MalaysiaCubeOpen2017,444bf,f,1,37198,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,37198,-2,-2,0,0,,
1369969,MalaysiaCubeOpen2017,777,c,1,13137,13675,Feliks Zemdegs,2009ZEMD01,Australia,m,14233,13137,13656,0,0,,
1369970,MalaysiaCubeOpen2017,444,d,1,2349,2638,Feliks Zemdegs,2009ZEMD01,Australia,a,3050,2635,2883,2349,2395,,
1369971,MalaysiaCubeOpen2017,444,f,1,2316,2748,Feliks Zemdegs,2009ZEMD01,Australia,a,2811,2704,2863,2316,2730,,
1369972,MalaysiaCubeOpen2017,666,c,1,9069,10889,Feliks Zemdegs,2009ZEMD01,Australia,m,9985,9069,13614,0,0,,
1393957,CanberraSpring2017,sq1,d,3,1191,1524,Feliks Zemdegs,2009ZEMD01,Australia,a,1830,1191,1353,1409,1811,,
1393958,CanberraSpring2017,sq1,2,3,1204,1509,Feliks Zemdegs,2009ZEMD01,Australia,a,1539,1559,1438,1551,1204,,
1393959,CanberraSpring2017,sq1,f,4,1463,1951,Feliks Zemdegs,2009ZEMD01,Australia,a,2167,2410,1664,1463,2023,,
1393960,CanberraSpring2017,333,1,1,475,671,Feliks Zemdegs,2009ZEMD01,Australia,a,778,475,605,883,631,,
1393961,CanberraSpring2017,333,2,1,602,693,Feliks Zemdegs,2009ZEMD01,Australia,a,686,602,727,666,888,,
1393962,CanberraSpring2017,333,f,1,645,721,Feliks Zemdegs,2009ZEMD01,Australia,a,645,785,741,720,702,,
1393963,CanberraSpring2017,666,c,1,8758,9068,Feliks Zemdegs,2009ZEMD01,Australia,m,8758,9239,9208,0,0,,
1393964,CanberraSpring2017,777,c,1,12801,13521,Feliks Zemdegs,2009ZEMD01,Australia,m,14173,12801,13589,0,0,,
1393965,CanberraSpring2017,skewb,f,6,569,779,Feliks Zemdegs,2009ZEMD01,Australia,a,569,1159,865,767,706,,
1393966,CanberraSpring2017,444,d,1,2341,2582,Feliks Zemdegs,2009ZEMD01,Australia,a,2341,2429,2883,2629,2688,,
1393967,CanberraSpring2017,444,f,1,2482,3008,Feliks Zemdegs,2009ZEMD01,Australia,a,3500,2743,2781,-1,2482,,
1393968,CanberraSpring2017,555,c,1,4219,4770,Feliks Zemdegs,2009ZEMD01,Australia,a,4219,4691,4779,4840,4950,,
1393969,CanberraSpring2017,333bf,1,2,5595,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,5595,-1,-1,0,0,,
1393970,CanberraSpring2017,333bf,f,3,6679,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6679,6706,0,0,,
1393971,CanberraSpring2017,333oh,d,1,1007,1123,Feliks Zemdegs,2009ZEMD01,Australia,a,1162,1042,1007,1466,1164,,
1393972,CanberraSpring2017,333oh,f,1,920,1113,Feliks Zemdegs,2009ZEMD01,Australia,a,1220,1091,920,1063,1184,,
1393973,CanberraSpring2017,222,1,4,169,292,Feliks Zemdegs,2009ZEMD01,Australia,a,169,307,501,244,324,,
1393974,CanberraSpring2017,222,2,1,112,221,Feliks Zemdegs,2009ZEMD01,Australia,a,273,112,268,233,162,,
1393975,CanberraSpring2017,222,f,1,180,207,Feliks Zemdegs,2009ZEMD01,Australia,a,220,388,205,197,180,,
1393976,CanberraSpring2017,minx,d,1,3595,4163,Feliks Zemdegs,2009ZEMD01,Australia,a,4591,4386,3972,4130,3595,,OcR
1393977,CanberraSpring2017,minx,f,1,3993,4293,Feliks Zemdegs,2009ZEMD01,Australia,a,4317,3993,4368,4735,4194,,
1409594,MelbourneCubeDays2017,555,c,1,4202,4321,Feliks Zemdegs,2009ZEMD01,Australia,a,4224,5393,4202,4266,4474,,WR
1409595,MelbourneCubeDays2017,333mbf,f,3,-1,0,Feliks Zemdegs,2009ZEMD01,Australia,2,-1,-2,0,0,0,,
1409596,MelbourneCubeDays2017,333bf,1,3,4696,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,4696,7912,-1,0,0,,
1409597,MelbourneCubeDays2017,333bf,f,2,4970,5484,Feliks Zemdegs,2009ZEMD01,Australia,3,5387,6094,4970,0,0,,
1409598,MelbourneCubeDays2017,222,1,3,188,243,Feliks Zemdegs,2009ZEMD01,Australia,a,188,227,254,247,300,,
1409599,MelbourneCubeDays2017,222,f,5,137,280,Feliks Zemdegs,2009ZEMD01,Australia,a,184,137,259,477,396,,
1409600,MelbourneCubeDays2017,333oh,d,1,1116,1148,Feliks Zemdegs,2009ZEMD01,Australia,a,1116,1132,1122,1189,1627,,
1409601,MelbourneCubeDays2017,333oh,f,1,1095,1169,Feliks Zemdegs,2009ZEMD01,Australia,a,1095,1386,1113,1189,1205,,
1409602,MelbourneCubeDays2017,444,d,1,2235,2328,Feliks Zemdegs,2009ZEMD01,Australia,a,2315,2392,2708,2235,2276,,OcR
1409603,MelbourneCubeDays2017,444,f,1,2024,2760,Feliks Zemdegs,2009ZEMD01,Australia,a,2024,2953,2711,2641,2929,,
1409604,MelbourneCubeDays2017,666,c,1,8527,9168,Feliks Zemdegs,2009ZEMD01,Australia,m,9262,9715,8527,0,0,,
1409605,MelbourneCubeDays2017,333,1,1,565,701,Feliks Zemdegs,2009ZEMD01,Australia,a,730,706,565,706,691,,
1409606,MelbourneCubeDays2017,333,2,1,650,731,Feliks Zemdegs,2009ZEMD01,Australia,a,691,786,650,783,718,,
1409607,MelbourneCubeDays2017,333,f,1,584,700,Feliks Zemdegs,2009ZEMD01,Australia,a,662,752,739,584,699,,
1409608,MelbourneCubeDays2017,777,c,1,13183,13892,Feliks Zemdegs,2009ZEMD01,Australia,m,13183,14695,13799,0,0,,
1409609,MelbourneCubeDays2017,444bf,f,2,42242,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,42242,-1,-1,0,0,,
1453244,SydChamps2017,777,c,1,12758,13795,Feliks Zemdegs,2009ZEMD01,Australia,m,14419,12758,14208,0,0,,
1453245,SydChamps2017,555bf,f,1,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-2,0,0,,
1453246,SydChamps2017,444bf,f,1,26481,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,26481,0,0,,
1453247,SydChamps2017,666,c,1,9125,9342,Feliks Zemdegs,2009ZEMD01,Australia,m,9125,9757,9145,0,0,,
1453248,SydChamps2017,333,1,1,600,752,Feliks Zemdegs,2009ZEMD01,Australia,a,600,678,824,883,755,,
1453249,SydChamps2017,333,2,1,617,784,Feliks Zemdegs,2009ZEMD01,Australia,a,617,852,751,986,749,,
1453250,SydChamps2017,333,f,1,664,763,Feliks Zemdegs,2009ZEMD01,Australia,a,664,1027,715,778,795,,
1453251,SydChamps2017,333mbf,f,1,900255900,0,Feliks Zemdegs,2009ZEMD01,Australia,2,900255900,-2,0,0,0,,
1453252,SydChamps2017,555,c,1,4323,4848,Feliks Zemdegs,2009ZEMD01,Australia,a,4900,4585,5058,5207,4323,,
1453253,SydChamps2017,222,1,3,144,250,Feliks Zemdegs,2009ZEMD01,Australia,a,212,144,410,191,347,,
1453254,SydChamps2017,222,f,2,112,228,Feliks Zemdegs,2009ZEMD01,Australia,a,148,284,252,112,473,,
1472042,AdelaideSummer2018,555,c,1,4416,4763,Feliks Zemdegs,2009ZEMD01,Australia,a,4708,5127,4678,4902,4416,,
1472043,AdelaideSummer2018,333mbf,f,4,880282100,0,Feliks Zemdegs,2009ZEMD01,Australia,2,880282100,-2,0,0,0,,
1472044,AdelaideSummer2018,sq1,c,3,899,1708,Feliks Zemdegs,2009ZEMD01,Australia,a,899,1797,1449,2215,1879,,
1472045,AdelaideSummer2018,666,c,1,8294,8818,Feliks Zemdegs,2009ZEMD01,Australia,m,9640,8521,8294,0,0,,
1472046,AdelaideSummer2018,555bf,f,1,71600,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,71600,0,0,,
1472047,AdelaideSummer2018,222,1,1,162,203,Feliks Zemdegs,2009ZEMD01,Australia,a,219,253,183,162,206,,
1472048,AdelaideSummer2018,222,2,2,152,237,Feliks Zemdegs,2009ZEMD01,Australia,a,278,251,406,152,183,,
1472049,AdelaideSummer2018,222,f,1,145,183,Feliks Zemdegs,2009ZEMD01,Australia,a,209,162,178,382,145,,
1472050,AdelaideSummer2018,444,d,1,2007,2429,Feliks Zemdegs,2009ZEMD01,Australia,a,2675,2218,2859,2395,2007,,
1472051,AdelaideSummer2018,444,f,1,2145,2800,Feliks Zemdegs,2009ZEMD01,Australia,a,2972,2765,2145,2976,2663,,
1472052,AdelaideSummer2018,333bf,1,2,3545,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,6996,3545,0,0,,
1472053,AdelaideSummer2018,333bf,f,2,3884,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,3884,-1,-1,0,0,,
1472054,AdelaideSummer2018,333oh,d,1,923,1214,Feliks Zemdegs,2009ZEMD01,Australia,a,923,1243,1370,-1,1030,,
1472055,AdelaideSummer2018,333oh,f,1,864,1064,Feliks Zemdegs,2009ZEMD01,Australia,a,1042,1166,1115,864,1036,,
1472056,AdelaideSummer2018,333,1,1,558,666,Feliks Zemdegs,2009ZEMD01,Australia,a,676,558,683,747,638,,
1472057,AdelaideSummer2018,333,2,1,570,664,Feliks Zemdegs,2009ZEMD01,Australia,a,683,787,620,570,688,,
1472058,AdelaideSummer2018,333,f,1,605,658,Feliks Zemdegs,2009ZEMD01,Australia,a,689,668,617,605,738,,
1484157,HobartSummer2018,444,c,1,2171,2755,Feliks Zemdegs,2009ZEMD01,Australia,a,2594,2930,2742,2171,-1,,
1484158,HobartSummer2018,333,1,1,459,628,Feliks Zemdegs,2009ZEMD01,Australia,a,730,579,861,459,576,WR,
1484159,HobartSummer2018,333,2,1,553,641,Feliks Zemdegs,2009ZEMD01,Australia,a,766,553,562,594,853,,
1484160,HobartSummer2018,333,f,1,609,670,Feliks Zemdegs,2009ZEMD01,Australia,a,675,609,713,760,623,,
1484161,HobartSummer2018,333oh,c,1,1088,1186,Feliks Zemdegs,2009ZEMD01,Australia,a,1238,1322,1088,1229,1090,,
1484162,HobartSummer2018,555,c,1,4441,4773,Feliks Zemdegs,2009ZEMD01,Australia,a,4605,4441,4727,5207,4986,,
1484163,HobartSummer2018,222,1,1,209,219,Feliks Zemdegs,2009ZEMD01,Australia,a,224,334,221,212,209,,
1484164,HobartSummer2018,222,f,2,211,249,Feliks Zemdegs,2009ZEMD01,Australia,a,279,222,247,393,211,,
1484165,HobartSummer2018,skewb,f,4,494,569,Feliks Zemdegs,2009ZEMD01,Australia,a,551,494,568,1449,588,,
1484166,HobartSummer2018,333bf,f,1,5411,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,5411,5942,0,0,,
1543428,ASFASpeedcubing2018,222,1,4,111,215,Feliks Zemdegs,2009ZEMD01,Australia,a,188,254,289,111,204,,
1543429,ASFASpeedcubing2018,222,f,2,165,206,Feliks Zemdegs,2009ZEMD01,Australia,a,251,205,200,214,165,,
1543430,ASFASpeedcubing2018,minx,c,1,4101,4380,Feliks Zemdegs,2009ZEMD01,Australia,a,4101,4369,4992,4326,4446,,
1543431,ASFASpeedcubing2018,333,1,1,541,732,Feliks Zemdegs,2009ZEMD01,Australia,a,813,848,684,541,700,,
1543432,ASFASpeedcubing2018,333,2,2,590,787,Feliks Zemdegs,2009ZEMD01,Australia,a,590,759,795,807,986,,
1543433,ASFASpeedcubing2018,333,f,1,530,697,Feliks Zemdegs,2009ZEMD01,Australia,a,844,559,530,723,809,,
1543434,ASFASpeedcubing2018,444,d,1,2108,2328,Feliks Zemdegs,2009ZEMD01,Australia,a,2892,2108,2349,2446,2190,,OcR
1543435,ASFASpeedcubing2018,444,f,1,2055,2374,Feliks Zemdegs,2009ZEMD01,Australia,a,2508,2463,2151,2055,2706,,
1543436,ASFASpeedcubing2018,sq1,d,7,1155,1716,Feliks Zemdegs,2009ZEMD01,Australia,a,1155,2259,2777,1485,1404,,
1543437,ASFASpeedcubing2018,sq1,f,5,1006,1496,Feliks Zemdegs,2009ZEMD01,Australia,a,1821,1474,1726,1287,1006,,
1543438,ASFASpeedcubing2018,333bf,1,10,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
1543439,ASFASpeedcubing2018,555,d,1,4115,4498,Feliks Zemdegs,2009ZEMD01,Australia,a,4529,4602,4363,5072,4115,,
1543440,ASFASpeedcubing2018,555,f,1,4444,4843,Feliks Zemdegs,2009ZEMD01,Australia,a,4444,4814,4914,4800,5168,,
1543441,ASFASpeedcubing2018,pyram,1,9,559,641,Feliks Zemdegs,2009ZEMD01,Australia,a,559,583,660,995,680,,
1543442,ASFASpeedcubing2018,pyram,f,5,379,523,Feliks Zemdegs,2009ZEMD01,Australia,a,379,421,608,541,641,,
1543443,ASFASpeedcubing2018,333oh,d,1,971,1139,Feliks Zemdegs,2009ZEMD01,Australia,a,971,1151,1340,1020,1245,,
1543444,ASFASpeedcubing2018,333oh,f,1,968,1093,Feliks Zemdegs,2009ZEMD01,Australia,a,1087,1105,968,1087,1412,,
1579791,PerthAutumn2018,222,1,1,158,229,Feliks Zemdegs,2009ZEMD01,Australia,a,372,236,206,158,244,,
1579792,PerthAutumn2018,222,2,1,175,287,Feliks Zemdegs,2009ZEMD01,Australia,a,400,241,330,175,291,,
1579793,PerthAutumn2018,222,f,1,140,209,Feliks Zemdegs,2009ZEMD01,Australia,a,169,209,140,248,267,,
1579794,PerthAutumn2018,333,1,1,532,663,Feliks Zemdegs,2009ZEMD01,Australia,a,680,642,666,532,901,,
1579795,PerthAutumn2018,333,2,1,603,676,Feliks Zemdegs,2009ZEMD01,Australia,a,731,629,668,802,603,,
1579796,PerthAutumn2018,333,f,1,565,610,Feliks Zemdegs,2009ZEMD01,Australia,a,629,622,816,578,565,,
1579797,PerthAutumn2018,444bf,f,2,29456,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,29456,-1,0,0,,
1579798,PerthAutumn2018,333oh,d,1,1041,1187,Feliks Zemdegs,2009ZEMD01,Australia,a,1194,1322,1418,1041,1045,,
1579799,PerthAutumn2018,333oh,f,1,1014,1209,Feliks Zemdegs,2009ZEMD01,Australia,a,1397,1014,1032,1198,-1,,
1579800,PerthAutumn2018,sq1,c,2,1319,1519,Feliks Zemdegs,2009ZEMD01,Australia,a,1618,1319,1420,1922,1520,,
1579801,PerthAutumn2018,555,c,1,4463,4838,Feliks Zemdegs,2009ZEMD01,Australia,a,5160,4800,4883,4830,4463,,
1579802,PerthAutumn2018,444,d,1,2270,2424,Feliks Zemdegs,2009ZEMD01,Australia,a,2508,2419,2346,2820,2270,,
1579803,PerthAutumn2018,444,f,1,2126,2670,Feliks Zemdegs,2009ZEMD01,Australia,a,2633,2836,2126,2609,2769,,
1579804,PerthAutumn2018,666,c,1,8699,8925,Feliks Zemdegs,2009ZEMD01,Australia,m,8699,8878,9199,0,0,,
1579805,PerthAutumn2018,777,c,1,12512,13252,Feliks Zemdegs,2009ZEMD01,Australia,m,12512,13581,13663,0,0,OcR,OcR
1579806,PerthAutumn2018,skewb,c,3,540,707,Feliks Zemdegs,2009ZEMD01,Australia,a,594,748,778,1090,540,,
1579807,PerthAutumn2018,pyram,d,3,227,635,Feliks Zemdegs,2009ZEMD01,Australia,a,227,776,573,556,812,,
1579808,PerthAutumn2018,pyram,f,2,360,491,Feliks Zemdegs,2009ZEMD01,Australia,a,456,360,723,621,396,,
1579809,PerthAutumn2018,333bf,1,5,-1,-1,Feliks Zemdegs,2009ZEMD01,Australia,3,-1,-1,-1,0,0,,
